index;x;y;z
532;0.046646;0.053009;-0.855377
533;0.029282;0.070160;-0.782593
534;0.028183;0.161209;-0.962234
535;0.040482;0.409409;-0.983658
536;0.050629;0.300079;-0.975494
537;0.042648;0.373276;-1.052643
538;0.012680;0.274185;-1.040771
539;0.037903;0.230255;-1.076416
540;0.016983;0.268188;-1.037415
541;0.015442;0.265915;-0.962601
542;0.014267;0.356369;-0.931030
543;-0.003448;0.122711;-0.837250
544;-0.000137;0.058487;-0.858444
545;-0.017670;0.180725;-0.917084
546;-0.003922;0.326385;-0.983917
547;0.015762;0.367798;-1.015793
548;0.029755;0.343460;-1.050262
549;0.028992;0.214066;-0.970764
550;0.028946;0.102249;-0.908691
551;0.042633;0.152206;-0.915070
552;0.060471;0.199158;-0.926315
553;0.071762;0.208282;-0.937607
554;0.076004;0.282196;-1.025391
555;0.073410;0.246429;-0.905151
556;0.008942;0.142990;-0.788010
557;0.026291;0.470306;-1.184418
558;0.013321;0.602615;-1.127930
559;0.045044;0.427658;-1.121460
560;0.053574;0.181030;-0.892319
561;0.042786;0.056244;-0.799225
562;0.021103;0.264877;-0.921677
563;0.056580;0.204208;-0.799744
564;0.031342;-0.060104;-0.863739
565;0.001633;0.350540;-1.016602
566;0.038574;0.498032;-1.170624
567;0.089020;0.605972;-1.134964
568;0.027802;0.233398;-0.846359
569;0.005447;0.003281;-0.889526
570;-0.018753;0.153564;-0.790329
571;0.038147;0.337601;-0.918304
572;0.060272;0.320297;-0.959106
573;0.028793;0.129395;-0.870361
574;0.025482;0.223633;-0.912933
575;-0.007721;0.325577;-1.006042
576;0.000412;0.357498;-0.956024
577;0.021194;0.133240;-0.834702
578;0.011307;0.163956;-0.936295
579;0.026825;0.544220;-1.261139
580;0.055893;0.513214;-1.084106
581;0.052856;0.125107;-0.831299
582;0.024170;0.006897;-0.827438
583;0.018127;0.351944;-1.089218
584;0.032730;0.380280;-1.060226
585;0.057220;0.158142;-0.970154
586;0.057678;0.355148;-1.114914
587;0.030991;0.478470;-1.048843
588;0.035767;0.237610;-0.829117
589;0.018219;0.009537;-0.751755
590;-0.029236;0.200195;-0.956711
591;-0.011185;0.467575;-1.074265
592;0.046310;0.564774;-1.087646
593;0.044891;0.287811;-1.001450
594;0.020782;0.231995;-0.918610
595;0.000687;0.089523;-0.848343
596;-0.020264;0.035706;-0.826187
597;-0.003708;0.136444;-0.922211
598;0.024902;0.386353;-1.149429
599;0.040100;0.524933;-1.186508
600;0.035889;0.296783;-1.070694
601;0.014999;0.140549;-0.936386
